Rank,Name,Platform,Year,Genre,Publisher
126,Donkey Kong Country Returns,WII,2010,PLATFORM,Nintendo
6148,Viewtiful Joe,PS2,2004,ACTION,Capcom
3247,Sacred 2: Fallen Angel,PS3,2009,ROLEPLAYING,Deep Silver
4108,Wu-Tang: Shaolin Style,PS,1998,FIGHTING,Activision
6941,Rampage,_2600,1988,ACTION,Activision
13054,Summon Night X: Tears Crown,DS,2009,ROLEPLAYING,Namco Bandai Games
13565,Need for Speed: ProStreet,PC,2007,RACING,Electronic Arts
11579,Rapala Pro Bass Fishing 2010,PS2,2010,SPORTS,Activision
9770,Mobile Suit Gundam Side Story: Missing Link,PS3,2014,ACTION,Namco Bandai Games
4687,pro evolution soccer 2011,PS2,2010,SPORTS,Konami Digital Entertainment
16414,Teenage Mutant Ninja Turtles (3DS),_3DS,2013,ACTION,Activision
4350,F.E.A.R. 3,X360,2011,SHOOTER,Warner Bros. Interactive Entertainment
14043,The Croods: Prehistoric Party!,_3DS,2013,MISC,D3Publisher
3413,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",WII,2007,ACTION,Activision
5771,Star Wars Jedi Knight II: Jedi Outcast,XB,N/A,SHOOTER,Activision
9660,Monster Truck Madness,GBA,2003,RACING,THQ
8909,Nancy Drew: The White Wolf of Icicle Creek,WII,2008,ADVENTURE,Sega
14083,Puyo Pop Fever(us sales),DS,2004,PUZZLE,Ignition Entertainment
10785,Ciel Nosurge: Ushinawareta Hoshi e Sasagu Uta,PSV,2012,ADVENTURE,Gust
13429,Grey's Anatomy: The Video Game,DS,2009,ADVENTURE,Ubisoft
6984,Hotel for Dogs,DS,2008,SIMULATION,505 Games
16578,Neo Angelique Special,PSP,2008,ADVENTURE,Tecmo Koei
5224,Kinectimals: Now with Bears!,X360,2011,MISC,Microsoft Game Studios
10338,Victory Zone,PS,1995,MISC,Sony Computer Entertainment
10278,Charlie and the Chocolate Factory,XB,2005,ADVENTURE,Global Star
2806,Practise English!,DS,2007,MISC,Nintendo
8011,MotoGP 14,PS4,2014,RACING,Milestone S.r.l.
14057,Half-Minute Hero 2,PSP,N/A,ROLEPLAYING,Rising Star Games
5067,Monster Jam: Path of Destruction,DS,2010,RACING,Activision
15216,Casper's Scare School: Classroom Capers,DS,2008,ADVENTURE,Blast! Entertainment Ltd
6804,SRS: Street Racing Syndicate,XB,2004,RACING,Namco Bandai Games
6989,Total War: Attila,PC,2015,STRATEGY,Sega
11029,Jikkyou Powerful Pro Yakyuu 9 Ketteiban,PS2,2002,SPORTS,Konami Digital Entertainment
976,The Getaway: Black Monday,PS2,2004,ACTION,Sony Computer Entertainment
818,Pokemon Mystery Dungeon: Red/Blue Rescue Team,GBA,2005,ROLEPLAYING,Nintendo
2312,Star Wars: The Force Unleashed,DS,2008,ACTION,LucasArts
8303,The King of Fighters '95,PS,1996,FIGHTING,Sony Computer Entertainment
2391,NFL GameDay '97,PS,1996,SPORTS,Sony Computer Entertainment
14859,Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku,PSP,2011,ADVENTURE,Idea Factory
15592,Peggle Nights,PC,2008,PUZZLE,PopCap Games
12089,Lifeline,PS2,2003,ADVENTURE,Sony Computer Entertainment
5412,Puzzle Quest: Challenge of the Warlords,DS,2007,PUZZLE,D3Publisher
2889,Tactics Ogre: Let Us Cling Together,SNES,1995,ROLEPLAYING,Quest
16112,Paranormal Pursuit: The Gifted One,PC,2015,ACTION,Alawar Entertainment
703,FIFA Soccer 09,PS2,2008,SPORTS,Electronic Arts
9763,Megamind: Ultimate Showdown,X360,2010,ACTION,THQ
11190,Samurai Warriors 2: Xtreme Legends,PS2,2007,ACTION,Tecmo Koei
11822,Kessen III,PS2,2004,STRATEGY,Tecmo Koei
3410,Smurf: Rescue In Gargamel's Castle,_2600,1981,ACTION,Coleco
3539,Blood Wake,XB,2001,SHOOTER,Microsoft Game Studios
16281,Monster Bomber,DS,2006,PUZZLE,505 Games
846,TouchMaster,DS,2007,PUZZLE,Midway Games
2067,Haze,PS3,2008,SHOOTER,Ubisoft
2815,Full Spectrum Warrior,XB,2004,STRATEGY,THQ
9837,Prince of Persia: Rival Swords,PSP,2007,ACTION,Ubisoft
13519,M&M's Beach Party,WII,2009,MISC,Zoo Digital Publishing
2929,NASCAR 2001,PS2,2000,RACING,Electronic Arts
14868,Moyashimon DS,DS,2009,ACTION,Takara Tomy
10040,DiRT Rally,XONE,2016,RACING,Codemasters
750,Forza Motorsport 5,XONE,2013,RACING,Microsoft Game Studios
13617,Puyo Pop Fever,PSP,2004,PUZZLE,Ignition Entertainment
16285,Kamaitachi no Yoru 2: Tokubetsu Hen,PSP,2006,ADVENTURE,ChunSoft
16586,Carmageddon 64,N64,1999,ACTION,Virgin Interactive
985,Final Fantasy II,SNES,1991,ROLEPLAYING,Square
2719,Marvel vs. Capcom 2: New Age of Heroes,PS2,2002,FIGHTING,Capcom
8519,World Stadium 4,PS,2000,SPORTS,Namco Bandai Games
4043,Mario & Wario,SNES,1993,PUZZLE,Nintendo
2227,EA Sports Grand Slam Tennis,WII,2009,SPORTS,Electronic Arts
13614,Emergency Room: Real Life Rescues,DS,2009,SIMULATION,505 Games
8976,MotoGP 2: Ultimate Racing Technology,PS2,2001,RACING,Sony Computer Entertainment
16352,Natsuzora no Monologue,PSP,2013,ADVENTURE,Otomate
3988,Dead or Alive Ultimate,XB,2004,FIGHTING,Tecmo Koei
16337,Greg Hastings' Tournament Paintball Max'd,PS2,2006,SHOOTER,Activision
7886,Lunar Legend,GBA,2002,ROLEPLAYING,Media Rings
6791,Army Men: Sarge's Heroes 2,PS,2000,SHOOTER,3DO
7838,Naruto: Ninja Destiny,DS,2006,FIGHTING,Namco Bandai Games
5207,Mystical Ninja starring Goemon,N64,1997,ACTION,Konami Digital Entertainment
13688,Lost Planet 3,PC,2013,SHOOTER,Capcom
16593,Eiyuu Densetsu: Sora no Kiseki Material Collection Portable,PSP,2007,ROLEPLAYING,Falcom Corporation
11005,DaGeDar,DS,2011,ACTION,GameMill Entertainment
11915,Hannspree Ten Kate Honda: SBK Superbike World Championship,PS2,2007,RACING,Black Bean Games
13294,Jewel Quest Mysteries,DS,2009,PUZZLE,Astragon
5623,TrackMania Turbo,PS4,2016,ACTION,Ubisoft
11108,Bakugan: Rise of the Resistance,DS,2011,STRATEGY,Activision
6665,Bomberman Tournament,GBA,2001,PUZZLE,Activision
6818,G-Police,PS,1997,ACTION,Psygnosis
11493,TimeSplitters: Future Perfect,GC,2005,SHOOTER,Electronic Arts
1860,The Final Fantasy Legend,GB,1989,ROLEPLAYING,SquareSoft
7551,Ashes Cricket 2009,X360,2009,SPORTS,Codemasters
9037,Dragon Age: Origins - Ultimate Edition,PC,2010,ROLEPLAYING,Electronic Arts
10568,Cabela's Adventure Camp,X360,2011,MISC,Activision
14675,Vitamin Z,PS2,2009,ADVENTURE,D3Publisher
4744,Monopoly Streets,PS3,2010,MISC,Electronic Arts
7623,Body Harvest,N64,1998,SHOOTER,Gremlin Interactive Ltd
11099,Dark Angel: Vampire Apocalypse,PS2,2001,ROLEPLAYING,Metro 3D
4462,Puppy Luv: Spa and Resort,DS,2007,SIMULATION,Activision
14517,Galaxy Angel II: Mugen Kairou no Kagi,PS2,2007,STRATEGY,Broccoli
14983,Lilpri DS: Hime-Chen! Apple Pink,DS,2010,ADVENTURE,Sega
12419,Alone in the Dark,PS2,2008,ADVENTURE,Atari
15553,Motto NUGA-CEL!,PSP,2010,ADVENTURE,Idea Factory
3586,Backyard NFL Football,GBA,2002,SPORTS,Infogrames
14141,World Series of Poker: Tournament of Champions 2007 Edition,PS2,2006,MISC,Activision
1702,Final Fantasy I & II: Dawn of Souls,GBA,2004,ROLEPLAYING,Nintendo
11174,Team Elimination Games,WII,2009,MISC,Ubisoft
15878,Turbo: Super Stunt Squad,_3DS,2013,SPORTS,D3Publisher
6040,Dead Rising: Chop Till You Drop,WII,2009,ACTION,Capcom
16380,Fullmetal Alchemist: Trading Card Game,DS,2007,MISC,Destineer
7118,Buzz! Junior: RoboJam,PS2,2007,MISC,Sony Computer Entertainment
7860,Hyperdevotion Noire: Goddess Black Heart,PSV,2014,ROLEPLAYING,Idea Factory
9005,L.A. Rush,XB,2005,RACING,Midway Games
5443,Ninja Blade,X360,2009,ACTION,Microsoft Game Studios
5763,TRON: Evolution,X360,2010,ACTION,Disney Interactive Studios
7395,Darkwatch,XB,2005,SHOOTER,Ubisoft
3300,Cooking Mama 4: Kitchen Magic!,_3DS,2011,SIMULATION,505 Games
1016,Star Wars Episode I: The Phantom Menace,PS,1999,ADVENTURE,LucasArts
4671,The Suffering,PS2,2004,ACTION,Midway Games
9827,Zenses: Rainforest,DS,2008,PUZZLE,Game Factory
5121,Spider-Man: Friend or Foe,PS2,2007,ACTION,Activision
10073,Ping Pals,DS,2004,MISC,THQ
10099,Cold Fear,PS2,2005,ACTION,Ubisoft
4931,Madden NFL 2005,GBA,2004,SPORTS,Electronic Arts
15118,Brandish: The Dark Revenant,PSP,2009,ROLEPLAYING,Falcom Corporation
12866,Learn Science,DS,2010,MISC,DreamCatcher Interactive
5603,Overlord II,PS3,2009,ACTION,Codemasters
13051,Tennis no Oji-Sama: 2005 Crystal Drive,DS,2004,SPORTS,Konami Digital Entertainment
14828,Age of Empires III: Gold Edition,PC,2007,STRATEGY,Microsoft Game Studios
5541,Angry Birds Star Wars,PS3,2013,STRATEGY,Activision
1142,NFL Street 2,PS2,2004,SPORTS,Electronic Arts
9560,Legends of Wrestling,GC,2002,FIGHTING,Acclaim Entertainment
9315,Pro Evolution Soccer 2015,XONE,2014,SPORTS,Konami Digital Entertainment
4491,Master of Illusion,DS,2006,PUZZLE,Nintendo
1649,WCW Mayhem,PS,1998,FIGHTING,Electronic Arts
3018,Blazing Angels: Squadrons of WWII,PS3,2006,SIMULATION,Ubisoft
7725,Beyblade: Metal Fusion - Battle Fortress,WII,2009,ACTION,Konami Digital Entertainment
11686,Animal Kingdom: Wildlife Expedition,WII,2009,ADVENTURE,Natsume
14847,Magicka Collection,PC,2011,ADVENTURE,Unknown
7642,UFC Personal Trainer: The Ultimate Fitness System,PS3,2011,SPORTS,THQ
40,Super Smash Bros. Brawl,WII,2008,FIGHTING,Nintendo
4816,Rocksmith 2014,XONE,2014,MISC,Ubisoft
628,uDraw Studio,WII,2010,MISC,THQ
13274,Saiyuki: Journey West,PS,1999,STRATEGY,Tecmo Koei
3288,NHL 16,PS4,2015,SPORTS,Electronic Arts
5307,Sniper: Ghost Warrior 2,PS3,2013,SHOOTER,City Interactive
12843,Bombastic,PS2,2002,PUZZLE,Capcom
1014,Dance Dance Revolution X,PS2,2008,SIMULATION,Konami Digital Entertainment
12861,Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate,PSV,2015,ACTION,Aksys Games
1133,NCAA Football 2005,PS2,2004,SPORTS,Electronic Arts
9960,UN Squadron,SNES,1991,SHOOTER,Capcom
16474,MotoGP 15,X360,2015,RACING,Milestone S.r.l.
2005,LEGO Indiana Jones 2: The Adventure Continues,X360,2009,ACTION,Activision
302,Left 4 Dead 2,X360,2009,SHOOTER,Electronic Arts
4952,Chessmaster,PS2,2003,MISC,Ubisoft
7107,Bicycle Casino 2005,XB,2004,MISC,Zoo Digital Publishing
11462,Cate West: The Vanishing Files,WII,2009,ADVENTURE,Oxygen Interactive
72,Donkey Kong Country,SNES,1994,PLATFORM,Nintendo
9829,Grand Theft Auto: San Andreas,X360,2008,ACTION,Take-Two Interactive
3181,Okami,WII,2008,ACTION,Capcom
6991,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,X360,2010,SPORTS,Sega
16024,Wand of Fortune Portable,PSP,2010,ADVENTURE,Idea Factory
7648,From Russia With Love,XB,2005,ACTION,Electronic Arts
12030,Port Royale 3,PS3,N/A,SIMULATION,Kalypso Media
2178,SpongeBob SquarePants: Battle for Bikini Bottom,GC,2003,PLATFORM,THQ
13538,Gem Smashers,_3DS,2011,PLATFORM,Crave Entertainment
5648,No.1 Muscle Ranking - Kinniku Banzuke Vol. 1: Oregasaikyouno Otokoda!,PS,1999,SPORTS,Konami Digital Entertainment
10907,Shockwave Assault,PS,1995,SIMULATION,Electronic Arts
752,Pokemon Ranger,DS,2006,ROLEPLAYING,Nintendo
82,Pokemon Black 2/Pokemon White 2,DS,2012,ROLEPLAYING,Nintendo
15827,A Vampyre Story,PC,2008,ADVENTURE,Crimson Cow
8949,Deus Ex: Mankind Divided,XONE,2016,ROLEPLAYING,Square Enix
4707,Jimmy Neutron: Boy Genius,PS2,2002,PLATFORM,THQ
13343,SD Gundam G Generation World,WII,2011,STRATEGY,Namco Bandai Games
13604,Refrain no Chika Meikyuu to Majo no Ryodan,PSV,2016,ACTION,Nippon Ichi Software
14346,Gokujou!! Mecha Mote Iinchou: MM My Best Friend!,DS,2010,SIMULATION,Konami Digital Entertainment
898,Monopoly,WII,2008,MISC,Electronic Arts
8980,SafeCracker: The Ultimate Puzzle Adventure,DS,2009,PUZZLE,The Adventure Company
3623,Rapala Tournament Fishing!,WII,2006,SPORTS,Activision
8020,Ty the Tasmanian Tiger,XB,2002,PLATFORM,Electronic Arts
8447,Apache: Air Assault,X360,2010,SIMULATION,Activision
15855,Assault Suit Leynos,PS4,2016,SHOOTER,Rising Star Games
7531,Just Dance 2: Extra Songs,WII,2011,MISC,Ubisoft
1595,RollerCoaster Tycoon 2,PC,2002,STRATEGY,Atari
12037,Catwoman,GC,2004,ACTION,Electronic Arts
1388,Battlefield 4,PC,2013,SHOOTER,Electronic Arts
15165,Zathura,XB,2005,ADVENTURE,Take-Two Interactive
15019,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,PS3,2016,MISC,Namco Bandai Games
425,Crisis Core: Final Fantasy VII,PSP,2007,ROLEPLAYING,Square Enix
10057,Mega Man Battle Chip Challenge,GBA,2003,MISC,Capcom
9219,Star Wars: Jedi Power Battles,GBA,2002,ACTION,THQ
8936,NHL 2K10,X360,2009,SPORTS,Take-Two Interactive
10312,Rugby 15,PS4,2015,SPORTS,Bigben Interactive
13651,Saint Seiya: Soldiers' Soul,PS3,2015,FIGHTING,Namco Bandai Games
8173,Virtua Tennis,GBA,2002,SPORTS,Atari
11228,Ys I & II Chronicles,PSP,2009,ROLEPLAYING,Falcom Corporation
16151,Hot Wheels: Stunt Track Challenge / World Race,GBA,2006,RACING,"Destination Software, Inc"
7470,NHL 2K3,PS2,2002,SPORTS,Sega
4354,Pro Evolution Soccer 2016,PS3,2015,SPORTS,Konami Digital Entertainment
7070,World Series of Poker 2008: Battle for the Bracelets,PS2,2007,MISC,Activision
10772,Global Touring Challenge: Africa,PS2,2001,RACING,Rage Software
2693,Driv3r,XB,2004,RACING,Atari
2680,Twisted Metal: Head On,PSP,2005,ACTION,Sony Computer Entertainment
12081,Dino Master: Dig Discover Duel,DS,2005,STRATEGY,Majesco Entertainment
15015,Ferrari Challenge Trofeo Pirelli Deluxe,WII,2009,RACING,System 3 Arcade Software
10730,Cubic Ninja,_3DS,2011,PLATFORM,Ubisoft
14228,Yumi's Odd Odyssey,_3DS,2013,PLATFORM,Agatsuma Entertainment
12680,The Amazing Spider-Man 2 (2014),WIIU,2014,ACTION,Activision
7862,Mace: The Dark Age,N64,1997,FIGHTING,GT Interactive
11932,"Horrid Henry: The Good, The Bad and The Bugly",_3DS,2011,PLATFORM,Asylum Entertainment
1102,SSX,PS2,2000,SPORTS,Electronic Arts
6508,Jikkyou Powerful Pro Yakyuu 2011,PS3,2011,SPORTS,Konami Digital Entertainment
12917,Mountain Bike Adrenaline,PS2,N/A,SPORTS,Unknown
2145,Donkey Kong Junior,_2600,1981,PLATFORM,Atari
8806,Thor: God of Thunder,PS3,2011,ACTION,Sega
10580,Pajama Sam: Don't Fear The Dark,WII,2008,ADVENTURE,Atari
6436,Atelier Ayesha: The Alchemist of Dusk,PS3,2012,ROLEPLAYING,Tecmo Koei
7094,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PS3,2010,SPORTS,Konami Digital Entertainment
12963,Air Conflicts: Aces of World War II,PSP,2009,SIMULATION,Graffiti
15018,Mesaze!! Tsuri Master: Sekai ni Challenge! Hen,WII,2008,SPORTS,Hudson Soft
1375,Ridge Racer,PSP,2004,RACING,Sony Computer Entertainment
6138,Pro Evolution Soccer 2017,PS4,2016,SPORTS,Konami Digital Entertainment
9260,Major League Baseball 2K8,WII,2008,SPORTS,Take-Two Interactive
1952,Worms Armageddon,PS,1999,STRATEGY,Microprose
15479,Yu-Gi-Oh! 5D's Wheelie Breakers (JP sales),WII,N/A,RACING,Unknown
2779,Namco Museum Remix,WII,2007,MISC,Atari
14742,La Pucelle: Ragnarok,PSP,2009,ROLEPLAYING,Nippon Ichi Software
1711,Shenmue,DC,1999,ADVENTURE,Sega
3502,Ratchet & Clank: Quest for Booty,PS3,2008,PLATFORM,Sony Computer Entertainment
15973,SBK Superbike World Championship,PS2,2008,RACING,Black Bean Games
7661,Shark Tale,XB,2004,ACTION,Activision
3901,Virtual Pool,PS,1997,SPORTS,Interplay
12376,Unchained Blades,PSP,2011,ROLEPLAYING,FuRyu
8465,Taz Wanted,PS2,2002,PLATFORM,Atari
7916,3rd Super Robot Wars Z Jigoku Hen,PSV,2014,ROLEPLAYING,Namco Bandai Games
10882,Barbie and the Magic of Pegasus,GBA,2005,ACTION,Vivendi Games
15829,Exhibition Volume 6,XB,2004,MISC,Microsoft Game Studios
15735,Elkrone no Atelier: Dear for Otomate,PSP,2012,ACTION,Idea Factory
4275,Farming Simulator 2015,PS3,2015,SIMULATION,Koch Media
3968,Chopper Command,_2600,1982,SHOOTER,Activision
10234,Samurai Warriors 4,PSV,2014,ACTION,Tecmo Koei
14952,No More Heroes: Heroes' Paradise,X360,2010,ACTION,Marvelous Interactive
7674,Puzzle & Dragons X: God Chapter / Dragon Chapter,_3DS,2016,ACTION,GungHo
525,WWE SmackDown! Here Comes the Pain,PS2,2003,FIGHTING,THQ
7785,Mystery Tales of Time Travel,DS,2010,PUZZLE,Foreign Media Games
7908,Jewel Master: Cradle of Athena,DS,2010,PUZZLE,Storm City Games
15961,Drone Tactics,DS,2007,STRATEGY,Success
12525,Destiny: The Collection,PS4,2016,SHOOTER,Activision
9737,Dragon Ball Z: Battle of Z,PSV,2014,FIGHTING,Namco Bandai Games
1791,Rabbids Go Home,WII,2009,PLATFORM,Ubisoft
5980,Fisherman's Bait 2: Big Ol' Bass,PS,1999,SPORTS,Konami Digital Entertainment
248,Michael Jackson: The Experience,WII,2010,MISC,Ubisoft
3815,Go Diego Go! Safari Rescue,WII,2008,ACTION,Take-Two Interactive
6646,Tony Hawk's Proving Ground,WII,2007,SPORTS,Activision
6246,NCAA Basketball 09,PS2,2008,SPORTS,Electronic Arts
13909,PO'ed,PS,1996,SHOOTER,Time Warner Interactive
4101,Dark Sector,X360,2008,SHOOTER,D3Publisher
4193,Boom Blox Bash Party,WII,2009,PUZZLE,Electronic Arts
9742,Escape The Museum,WII,2009,ADVENTURE,Majesco Entertainment
1563,The Elder Scrolls Online,XONE,2015,ROLEPLAYING,Bethesda Softworks
15503,Zettai Meikyuu Grimm: Nanatsu no Kagi to Rakuen no Otome,PSP,2010,MISC,Karin Entertainment
11046,Ratchet & Clank Future: Quest for Booty,PS3,2008,PLATFORM,Sony Computer Entertainment
3307,Small Soldiers,PS,1998,PLATFORM,Electronic Arts
14775,My Frogger: Toy Trials,DS,2006,ACTION,Konami Digital Entertainment
4597,Ragnarok Odyssey,PSV,2012,ROLEPLAYING,GungHo
9183,Desire,SAT,1997,ADVENTURE,Imadio
12334,Lego Batman 3: Beyond Gotham,PC,2014,ACTION,Warner Bros. Interactive Entertainment
12653,Brave: A Warrior's Tale,X360,2009,ACTION,SouthPeak Games
2920,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PS3,2009,SHOOTER,Activision
3494,Naruto: Uzumaki Chronicles 2,PS2,2006,ACTION,Namco Bandai Games
12969,Taito Legends Power Up,PSP,2007,ACTION,Destineer
912,Madden NFL 09,PS3,2008,SPORTS,Electronic Arts
1884,Empire: Total War,PC,2009,STRATEGY,Sega
1840,Tom Clancy's Splinter Cell: Chaos Theory,XB,2005,ACTION,Ubisoft
9608,Black Dawn,PS,1996,SIMULATION,Virgin Interactive
4649,Castlevania: Curse of Darkness,PS2,2005,ACTION,Konami Digital Entertainment
5706,MonHun Nikki: Poka Poka Ailu Mura G,PSP,2011,ROLEPLAYING,Capcom
10890,The Legend of Heroes: A Tear of Vermillion,PSP,2005,ROLEPLAYING,Namco Bandai Games
5316,Saban's Power Rangers: Lightspeed Rescue,PS,2000,ACTION,THQ
8810,Jikkyou Powerful Pro Yakyuu 2012,PSP,2012,ACTION,Konami Digital Entertainment
5557,Samurai Warriors 2: Xtreme Legends (JP sales),PS2,2007,ACTION,Tecmo Koei
7101,NFL Blitz Pro,PS2,2003,SPORTS,Midway Games
12007,Battleborn,PC,2016,SHOOTER,Take-Two Interactive
13572,The Smurfs,PS,1998,ACTION,Infogrames
11290,Battlefield 2,PC,2005,SHOOTER,Electronic Arts
10527,The King of Fighters: Dream Match 1999,DC,1999,FIGHTING,SNK
4784,Story of Seasons,_3DS,2014,SIMULATION,Nintendo
8791,Kidou Senkan Nadesico,SAT,1997,STRATEGY,Sega
2218,Hot Shots Golf Fore!,PS2,2003,SPORTS,Sony Computer Entertainment
1360,NFL Street,PS2,2004,SPORTS,Electronic Arts
2917,SplashDown,PS2,2001,RACING,Atari
14429,World Sports Competition,PS3,2009,SPORTS,Hudson Soft
6288,Suikoden Tierkreis,DS,2008,ROLEPLAYING,Konami Digital Entertainment
6925,Onechanbara Z2: Chaos,PS4,2014,ACTION,Nippon Ichi Software
8684,MX 2002 Featuring Ricky Carmichael,GBA,2001,RACING,THQ
9795,Atelier Annie: Alchemists of Sera Island,DS,2009,ROLEPLAYING,Gust
7880,Shadows of the Damned,X360,2011,ACTION,Electronic Arts
13803,Haneru no Tobira DS: Tanshuku Tetsudou no Yoru,DS,2007,MISC,Namco Bandai Games
13137,Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!,DS,2010,ADVENTURE,Namco Bandai Games
1585,NBA Live 2001,PS,2000,SPORTS,Electronic Arts
3766,Tactics Ogre: Let Us Cling Together,PSP,2010,ROLEPLAYING,Square Enix
6782,Avalon Code,DS,2008,ROLEPLAYING,Rising Star Games
8682,Rudolph the Red-Nosed Reindeer,DS,2010,ACTION,Crave Entertainment
12084,Godzilla (2014),PS3,2014,ACTION,Namco Bandai Games
453,World Class Track Meet,NES,1986,SPORTS,Namco Bandai Games
3026,Need For Speed: Undercover,WII,2008,RACING,Electronic Arts
13493,Sekai no Gohan Shaberu! DS Oryouri Navi,DS,2008,MISC,Nintendo
3473,Tales of Phantasia,PS,1998,ROLEPLAYING,Namco Bandai Games
8105,A.C.E.: Another Century's Episode 2,PS2,2006,SIMULATION,Banpresto
12689,Catwoman,XB,2004,ACTION,Electronic Arts
6944,Afro Samurai,X360,2009,ACTION,Atari
11953,Ecco: The Tides of Time,GEN,1993,ADVENTURE,Sega
9345,Dokapon Kingdom,WII,2008,ROLEPLAYING,Sting
14669,Ride,PC,2015,RACING,Milestone S.r.l.
9531,Puzzle de Harvest Moon,DS,2007,PUZZLE,Natsume
9948,Lost Horizon,PC,2010,ADVENTURE,Deep Silver
1674,Battlefield: Hardline,XONE,2015,SHOOTER,Electronic Arts
13022,Project Setsuna,PSV,2016,ROLEPLAYING,Square Enix
16247,Valentino Rossi: The Game,PC,2016,RACING,Namco Bandai Games
5683,Momotarou Dentetsu Happy,SNES,1996,MISC,Hudson Soft
12806,V-Rally 3,PS2,2002,RACING,Atari
15788,Colin McRae Rally 2005,PC,2004,RACING,Codemasters
9296,Interactive Sampler Disc 6,PS,1997,MISC,Sony Computer Entertainment
9840,Dodge Racing: Charger vs Challenger,WII,2009,RACING,Zushi Games
15152,NFL Blitz Pro,GC,2003,SPORTS,Midway Games
16441,Brothers Conflict: Precious Baby,PSV,2017,ACTION,Idea Factory
12953,Growlanser: Heritage of War (jp sales),PS2,2006,ROLEPLAYING,Rising Star Games
3364,Skylanders SWAP Force,WIIU,2013,PLATFORM,Activision
6912,Lego Star Wars: The Force Awakens,XONE,2016,ACTION,Warner Bros. Interactive Entertainment
9736,Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,_3DS,2014,MISC,Namco Bandai Games
13619,Hana to Ikimo no Rittai Zukan,_3DS,2011,MISC,Nintendo
945,"Hey You, Pikachu!",N64,1998,SIMULATION,Nintendo
8362,Gallop Racer 2001,PS2,2001,SPORTS,Tecmo Koei
3010,Final Fantasy Crystal Chronicles: Ring of Fates,DS,2007,ROLEPLAYING,Square Enix
12973,Game no Kanzume Vol 2,SCD,1994,MISC,Sega
9773,Crush3D,_3DS,2012,PLATFORM,Sega
8742,Atelier Iris: Eternal Mana,PS2,2004,ROLEPLAYING,Tecmo Koei
12759,Kid Fit Island Resort,WII,2010,SPORTS,Avanquest
9676,SCORE International Baja 1000: The Official Game,X360,2008,RACING,Activision
12245,Cardfight!! Vanguard: Lock On Victory!!,_3DS,2014,MISC,FuRyu
9261,Marvel vs. Capcom 2: New Age of Heroes,XB,2002,FIGHTING,Capcom
14508,DJ Max Portable 3,PSP,2010,MISC,CyberFront
2130,Madden NFL 08,PS3,2007,SPORTS,Electronic Arts
64,Mario Kart 64,N64,1996,RACING,Nintendo
4346,Star Wars Jedi Knight: Jedi Academy,XB,2003,SHOOTER,Activision
16417,thinkSMART: Chess for Kids,DS,2011,MISC,Mentor Interactive
4069,Bass Pro Shops: The Strike,WII,2009,SPORTS,XS Games
5223,Teenage Mutant Ninja Turtles: Smash-Up,WII,2009,FIGHTING,Ubisoft
8134,American Chopper 2: Full Throttle,PS2,2005,RACING,Zoo Digital Publishing
2514,Need for Speed: Hot Pursuit 2,XB,2002,RACING,Electronic Arts
12767,The Lost Chronicles of Zerzura,PC,2012,ADVENTURE,DTP Entertainment
15666,Wizardry Twin Pack,PS3,2011,ROLEPLAYING,Acquire
10021,ToeJam & Earl III: Mission to Earth,XB,2002,ACTION,Sega
12805,Mega Man 8 Anniversary Collector's Edition,SAT,1997,PLATFORM,Capcom
5501,Deus Ex: Mankind Divided,PS4,2016,ROLEPLAYING,Square Enix
10662,Atelier Sophie: The Alchemist of the Mysterious Book,PS4,2015,ROLEPLAYING,Tecmo Koei
4032,Lollipop Chainsaw,X360,2012,ACTION,Warner Bros. Interactive Entertainment
5544,Despicable Me: The Game,WII,2010,PLATFORM,D3Publisher
7302,Over G Fighters,X360,2006,SIMULATION,Ubisoft
10355,Tiger Woods PGA Tour 06,GC,2005,SPORTS,Electronic Arts
3828,GT Pro Series,WII,2006,RACING,Ubisoft
15013,Serious Sam HD: Gold Edition,X360,2011,SHOOTER,Mastertronic
5701,Dragon Ball: XenoVerse,XONE,2015,FIGHTING,Namco Bandai Games
5039,Mercenaries 2: World in Flames,PS2,2008,SHOOTER,Electronic Arts
8269,The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune,PSP,2012,ACTION,Namco Bandai Games
2560,Final Fantasy XI: Wings of the Goddess,PS2,2007,ROLEPLAYING,Square Enix
3999,Monster Hunter,PS2,2004,ROLEPLAYING,Capcom
9586,Advent Rising,XB,2005,ACTION,THQ
16159,PC Engine Best Collention: Ginga Ojousama Densetsu Collection,PSP,2008,ADVENTURE,Hudson Soft
15841,Zoey 101: Field Trip Fiasco,DS,2007,ACTION,THQ
10305,Irozuki Tingle no Koi no Balloon Trip,DS,2009,ADVENTURE,Nintendo
5839,Trauma Center: New Blood,WII,2007,SIMULATION,Nintendo
